,ID,full_name,overall,eur_value,eur_wage,league
14766,137356,Simone Farelli,60,80000.0,1000.0,Italian Serie B
4437,137359,Christophe Lepoint,71,1800000.0,11000.0,Belgian First Division A
1404,137361,Giampaolo Pazzini,76,6000000.0,34000.0,Italian Serie A
3001,137373,Massimo Gobbi,73,450000.0,11000.0,Italian Serie A
3744,137380,Mattia Cassani,72,1200000.0,4000.0,Italian Serie B
2439,137406,Daniele Croce,74,2700000.0,5000.0,Italian Serie B
1467,137410,Daniele Gastaldello,76,2300000.0,6000.0,Italian Serie B
9653,137419,Adriano Russo,66,475000.0,1000.0,Italian Serie B
3934,137449,Jan-Ingwer Callsen-Bracker,72,1800000.0,16000.0,German Bundesliga
3218,137460,Alessandro Rosina,73,2400000.0,7000.0,Italian Serie B
4793,137461,Jürgen Gjasula,71,2000000.0,10000.0,German 2. Bundesliga
11047,137498,Brian Wilson,64,140000.0,2000.0,English League One
2085,137506,Goran Pandev,74,3500000.0,32000.0,Italian Serie A
2692,137510,Arnold Kruiswijk,73,2300000.0,12000.0,Holland Eredivisie
9577,137658,Rafael Kazior,66,350000.0,1000.0,German 3. Liga
10637,137661,Jan Glinker,65,270000.0,1000.0,German 3. Liga
683,137677,Michel Vorm,79,6500000.0,74000.0,English Premier League
9700,137686,Anouar Hadouir,66,325000.0,3000.0,Holland Eredivisie
8657,137699,Martin Stoll,67,230000.0,1000.0,German 3. Liga
7623,137708,Florian Dick,68,500000.0,5000.0,German 2. Bundesliga
4082,137758,Simone Rizzato,71,1000000.0,3000.0,Italian Serie B
2110,137774,Domenico Maietta,74,1700000.0,42000.0,Italian Serie A
1646,137782,Glen Johnson,75,3700000.0,52000.0,English Premier League
4177,137786,Valerio Di Cesare,71,725000.0,4000.0,Italian Serie B
682,137809,Vágner Silva de Souza,79,8000000.0,24000.0,Turkish Süper Lig
1371,137854,Marco Storari,76,525000.0,38000.0,Italian Serie A
14074,137862,Landry Bonnefoi,61,130000.0,3000.0,French Ligue 1
3189,137960,Yann Jouffre,73,3100000.0,16000.0,French Ligue 1
4837,137987,Jordan Lotiès,70,1000000.0,9000.0,Belgian First Division A
4975,138026,Davino Verhulst,70,1200000.0,9000.0,Belgian First Division A
5112,138066,Ludovic Obraniak,70,1400000.0,7000.0,French Ligue 2
5150,138081,Mickaël Chrétien,70,1000000.0,6000.0,French Ligue 2
11339,138083,Nicky Hunt,64,180000.0,5000.0,English League Two
13206,138086,Lasse Kryger,62,150000.0,2000.0,Danish Superliga
7359,138151,John Welsh,68,375000.0,9000.0,English Championship
10553,138153,Darren Potter,65,300000.0,4000.0,English League One
10670,138180,Jamal Campbell-Ryce,65,270000.0,4000.0,English League Two
5523,138181,Michael Turner,70,725000.0,7000.0,English League One
6453,138188,Lloyd Sam,69,825000.0,5000.0,USA Major League Soccer
3283,138247,Kevin Stuhr-Ellegaard,72,1300000.0,4000.0,Swedish Allsvenskan
12006,138249,Zander Diamond,63,210000.0,4000.0,English League Two
9938,138251,Richard Foster,65,350000.0,2000.0,Scottish Premiership
8935,138279,Lloyd Dyer,66,325000.0,4000.0,English Championship
7926,138289,Chris Baird,67,160000.0,20000.0,English Championship
10080,138291,Josh Saunders,65,70000.0,1000.0,USA Major League Soccer
6885,138297,Arturo Alvarez,68,700000.0,5000.0,USA Major League Soccer
5061,138306,Igor Angulo Albóniga,70,1100000.0,6000.0,Polish Ekstraklasa
5146,138336,Brett Holman,70,1100000.0,6000.0,Australian A-League
7112,138351,Gino Coutinho,68,375000.0,5000.0,Holland Eredivisie
11397,138355,Nadjim Abdou,64,350000.0,10000.0,English League One
2347,138384,Marc Janko,74,3000000.0,1000.0,Czech Liga
10475,138390,David Fox,65,220000.0,3000.0,English League One
515,138412,James Milner,80,9500000.0,110000.0,English Premier League
6346,138413,Matthew Kilgallon,69,425000.0,7000.0,English League One
16663,138427,David Pipe,56,30000.0,2000.0,English League Two
1906,138436,Jonathan Walters,75,4200000.0,53000.0,English Premier League
514,138449,Ricardo Izecson dos Santos Leite,80,6500000.0,10000.0,USA Major League Soccer
3894,138462,Gonçalo Jardim Brandão,72,2300000.0,7000.0,Portuguese Primeira Liga
4738,138468,David Rozehnal,71,325000.0,8000.0,Belgian First Division A
4003,138497,Antonio Amaya Carazo,71,725000.0,8000.0,Spanish Segunda División
3300,138507,Antonio Rodríguez Martínez,72,210000.0,4000.0,Spanish Segunda División
3054,138673,Hassan Yebda,73,1600000.0,8000.0,Portuguese Primeira Liga
4641,138698,Almen Abdi,71,2200000.0,36000.0,English Championship
4666,138704,Issa Cissokho,71,1300000.0,13000.0,French Ligue 1
10784,138719,Chris O'Grady,65,475000.0,5000.0,English League Two
4733,138722,Billy Jones,71,1700000.0,8000.0,English Championship
9791,138729,Kasper Risgård,66,325000.0,5000.0,Danish Superliga
1223,138782,Darren Fletcher,76,4500000.0,68000.0,English Premier League
13799,138786,Ben Williams,61,100000.0,2000.0,English League One
1242,138798,Germán Lux,76,1800000.0,12000.0,Argentinian Superliga
2127,138806,Maximiliano López,74,3500000.0,28000.0,Italian Serie A
1264,138810,Alejandro Domínguez,76,2600000.0,11000.0,Spanish Segunda División
10177,138830,Dean Lewington,65,210000.0,4000.0,English League One
11551,138909,Evans Soligo,64,140000.0,1000.0,Italian Serie B
1854,138918,Luca Rigoni,75,5000000.0,29000.0,Italian Serie A
4528,138920,Roberto Vitiello,71,725000.0,3000.0,Italian Serie B
6373,138933,Bryan Bergougnoux,69,525000.0,5000.0,French Ligue 2
17,138956,Giorgio Chiellini,89,38000000.0,225000.0,Italian Serie A
3920,138981,Tiago Henrique Damil Gomes,72,2200000.0,7000.0,Portuguese Primeira Liga
922,139038,Nicolás Burdisso,77,1200000.0,30000.0,Italian Serie A
5918,139057,Clemente Rodríguez,69,230000.0,5000.0,Argentinian Superliga
3404,139058,Omar Pérez,72,1000000.0,3000.0,Colombian Primera A
681,139062,Willy Caballero,79,3000000.0,59000.0,English Premier League
1260,139064,Leonardo Ponzio,76,1800000.0,16000.0,Argentinian Superliga
192,139068,Luís Carlos Almeida da Cunha,83,24500000.0,47000.0,Italian Serie A
3011,139169,Walter Erviti,73,1300000.0,15000.0,Argentinian Superliga
4719,139229,Carlos Salcido,71,325000.0,23000.0,Mexican Liga MX
6537,139234,Fabián Vargas,69,325000.0,1000.0,Colombian Primera A
9863,139257,Daniel Lopar,66,375000.0,3000.0,Swiss Super League
7683,139259,Davide Callà,68,700000.0,21000.0,Swiss Super League
1197,139274,Boštjan Cesar,76,2300000.0,19000.0,Italian Serie A
4094,139296,David Nugent,71,1900000.0,40000.0,English Championship
14527,139311,Markus Böcskör,60,80000.0,3000.0,Austrian Bundesliga
1249,139313,Christian Fuchs,76,5000000.0,62000.0,English Premier League
13048,139317,Jonathan Stead,62,160000.0,4000.0,English League Two
13153,139348,Antony Kay,62,90000.0,3000.0,English League Two
15777,139350,Robbie Williams,58,70000.0,1000.0,Rep. Ireland Premier Division
3570,139368,Jason Shackell,72,1300000.0,33000.0,English Championship
11648,139442,Seung Bum Oh,64,140000.0,2000.0,Korean K League Classic
11653,139443,Won Hee Cho,64,220000.0,3000.0,Korean K League Classic
12653,139459,Ian Evatt,63,90000.0,2000.0,English League Two
9682,139475,Greg Halford,66,375000.0,8000.0,English Championship
7534,139476,Dean Gerken,68,525000.0,9000.0,English Championship
14989,139482,Marcus Bean,60,120000.0,3000.0,English League Two
8647,139489,Francisco Torres,67,375000.0,6000.0,Mexican Liga MX
4042,139533,Alan Hutton,71,1300000.0,23000.0,English Championship
11087,139555,James McPake,64,180000.0,2000.0,Scottish Premiership
5015,139572,Alessandro Cordaro,70,1600000.0,12000.0,Belgian First Division A
3486,139597,Javier Guerra Rodríguez,72,1400000.0,7000.0,Spanish Segunda División
8085,139609,Craig Conway,67,600000.0,9000.0,English League One
513,139668,Federico Marchetti,80,6000000.0,44000.0,Italian Serie A
7407,139701,Jos Hooiveld,68,270000.0,6000.0,Holland Eredivisie
92,139720,Vincent Kompany,85,26000000.0,170000.0,English Premier League
3865,139727,Frank Boeckx,72,2000000.0,12000.0,Belgian First Division A
3437,139836,Carl Medjani,72,1800000.0,10000.0,Turkish Süper Lig
1712,139860,Jérémy Morel,75,2700000.0,48000.0,French Ligue 1
5120,139862,Joris Marveaux,70,550000.0,6000.0,French Ligue 2
6067,139866,Glenn Loovens,69,425000.0,28000.0,English Championship
191,139869,Wesley Sneijder,83,15500000.0,47000.0,French Ligue 1
512,139968,Vincent Enyeama,80,6000000.0,40000.0,French Ligue 1
4625,139974,Hossam Ghaly,71,1000000.0,19000.0,Saudi Professional League
382,139997,Darijo Srna,81,3800000.0,1000.0,Ukrainian Premier League
4813,140029,Óscar Pérez,71,160000.0,9000.0,Mexican Liga MX
7723,140038,Juan Pablo Rodríguez,67,100000.0,8000.0,Mexican Liga MX
1638,140082,Rafael Pinheiro Andrade Bittencourt,75,1600000.0,22000.0,Italian Serie A
13852,140085,Michael Nelson,61,30000.0,2000.0,English League Two
8166,140141,Vicente Sánchez,67,260000.0,5000.0,USA Major League Soccer
14067,140164,Yosgart Gutiérrez,61,30000.0,1000.0,Mexican Liga MX
5346,140180,Mitsuo Ogasawara,70,240000.0,6000.0,Japanese J1 League
5350,140181,Hitoshi Sogahata,70,120000.0,5000.0,Japanese J1 League
3745,140196,Yasuhito Endo,72,425000.0,6000.0,Japanese J1 League
16910,140199,Naohiro Ishikawa,55,30000.0,1000.0,Japanese J1 League
4530,140201,Yoshito Okubo,71,1100000.0,7000.0,Japanese J1 League
3811,140222,Paulo Da Silva,72,0.0,0.0,
680,140233,Guillermo Ochoa,79,7500000.0,18000.0,Belgian First Division A
11786,140244,Yaír Urbina,64,180000.0,12000.0,Mexican Liga MX
8668,140262,David Toledo,67,325000.0,21000.0,Mexican Liga MX
10859,140271,Javier Restrepo,65,40000.0,1000.0,Colombian Primera A
6642,140284,João Miguel da Cunha Teixeira,69,250000.0,4000.0,Portuguese Primeira Liga
511,140293,Antonio Mirante,80,7500000.0,48000.0,Italian Serie A
14429,140300,Peter Cherrie,60,100000.0,1000.0,Rep. Ireland Premier Division
1048,140415,Leon Britton,77,2700000.0,62000.0,English Premier League
13309,140418,Richard Duffy,62,200000.0,4000.0,English League Two
11468,140420,Brian Murphy,64,180000.0,6000.0,English Championship
6214,140422,Alex Baptiste,69,700000.0,16000.0,English Championship
6217,140423,Jake Buxton,69,600000.0,7000.0,English Championship
11542,140442,Andy Butler,64,180000.0,3000.0,English League One
7307,140445,Steven MacLean,68,475000.0,6000.0,Scottish Premiership
5404,140451,Michael Kightly,70,1600000.0,8000.0,English League One
11584,140453,Paddy McCourt,64,270000.0,1000.0,Rep. Ireland Premier Division
14865,140456,Rory Patterson,60,170000.0,1000.0,Rep. Ireland Premier Division
4670,140497,Ross Wallace,71,1800000.0,36000.0,English Championship
2486,140498,David Marshall,74,3200000.0,9000.0,English Championship
7628,140526,Eduardo Gonçalves,68,400000.0,6000.0,Korean K League Classic
9085,140618,Enar Jääger,66,375000.0,2000.0,Norwegian Eliteserien
6477,141265,Mihael Mikić,69,350000.0,6000.0,Japanese J1 League
11581,142244,Boris Hüttenbrenner,64,300000.0,4000.0,Austrian Bundesliga
4558,142258,Sammy Bossut,71,1400000.0,9000.0,Belgian First Division A
10621,142266,Dennis Flinta,65,220000.0,3000.0,Danish Superliga
6407,142270,Johnny Thomsen,69,230000.0,6000.0,Danish Superliga
10643,142271,Steffen Ernemann,65,230000.0,1000.0,Norwegian Eliteserien
3978,142329,Alexandros Tziolis,72,1800000.0,14000.0,Saudi Professional League
12879,142333,Mark McNulty,63,50000.0,1000.0,Rep. Ireland Premier Division
4063,142359,Alessandro Lucarelli,71,160000.0,3000.0,Italian Serie B
3609,142454,José Antonio García Rabasco,72,2300000.0,15000.0,Spanish Segunda División
2382,142499,Aitor Sanz Martín,74,3200000.0,9000.0,Spanish Segunda División
11730,142532,Germano Vailati,64,60000.0,5000.0,Swiss Super League
4001,142592,Israel Damonte,71,550000.0,8000.0,Argentinian Superliga
5102,142670,Rodrigo Braña,70,240000.0,8000.0,Argentinian Superliga
3516,142677,Leandro Desábato,72,425000.0,8000.0,Argentinian Superliga
4345,142705,Mariano González,71,800000.0,8000.0,Argentinian Superliga
5273,142720,Carlos Araujo,70,375000.0,7000.0,Argentinian Superliga
9355,142728,Leonardo Di Lorenzo,66,200000.0,2000.0,Argentinian Superliga
190,142754,Javier Mascherano,83,10500000.0,155000.0,Spanish Primera División
3746,142756,Patricio Toranzo,72,1400000.0,8000.0,Argentinian Superliga
3759,142762,Jonathan Bottinelli,72,1800000.0,9000.0,Argentinian Superliga
381,142780,Gonzalo Rodríguez,81,7000000.0,27000.0,Argentinian Superliga
2437,142781,Leandro Romagnoli,74,1900000.0,15000.0,Argentinian Superliga
679,142784,Pablo Zabaleta,79,7000000.0,99000.0,English Premier League
3848,142794,Facundo Erpen,72,950000.0,14000.0,Mexican Liga MX
2485,142800,Maximiliano Velázquez,74,650000.0,11000.0,Argentinian Superliga
11805,142808,David Vega,64,140000.0,2000.0,Argentinian Superliga
8653,142818,Fabián Cubero,67,90000.0,6000.0,Argentinian Superliga
3185,142822,Jonás Gutiérrez,73,2300000.0,21000.0,Argentinian Superliga
678,142902,Andriy Pyatov,79,6500000.0,1000.0,Ukrainian Premier League
3533,142938,Germán Denis,72,1400000.0,10000.0,Argentinian Superliga
2832,142942,Javier Gandolfi,73,550000.0,10000.0,Argentinian Superliga
1014,142950,Román Martínez,77,4300000.0,21000.0,Argentinian Superliga
1763,142959,Mariano Barbosa,75,3800000.0,22000.0,Spanish Primera División
8187,142962,Enrique Bologna,67,180000.0,6000.0,Argentinian Superliga
1361,142966,Jesús Dátolo,76,4700000.0,19000.0,Argentinian Superliga
10391,142979,Juan Quiroga,65,120000.0,3000.0,Argentinian Superliga
8402,143013,Paulo Ferrari,67,160000.0,7000.0,Argentinian Superliga
7367,143018,Germán Herrera,68,575000.0,11000.0,Argentinian Superliga
6354,143025,Emiliano Papa,69,230000.0,5000.0,Argentinian Superliga
6382,143032,Ismael Blanco,69,550000.0,8000.0,Argentinian Superliga
9747,143073,Iván Furios,66,90000.0,2000.0,Argentinian Superliga
125,143076,Alejandro Gómez,84,31000000.0,60000.0,Italian Serie A
10875,143091,Pablo Santillo,65,40000.0,2000.0,Argentinian Superliga
8773,143101,Marcelo Carrusca,67,450000.0,8000.0,Australian A-League
6665,143107,Marcos Gelabert,68,375000.0,5000.0,Argentinian Superliga
6687,143112,Pablo Lugüercio,68,400000.0,8000.0,Argentinian Superliga
3309,143119,Mariano Pavone,72,1400000.0,10000.0,Argentinian Superliga
6755,143133,Diego Herner,68,375000.0,3000.0,Colombian Primera A
11125,143147,Damían Albil,64,30000.0,3000.0,Argentinian Superliga
7149,143224,Furkan Özçal,68,1000000.0,11000.0,Turkish Süper Lig
2415,143283,Gökdeniz Karadeniz,74,1900000.0,30000.0,Russian Premier League
10594,143284,Ergin Keleş,65,525000.0,5000.0,Turkish Süper Lig
3120,143306,Tolga Zengin,73,2000000.0,32000.0,Turkish Süper Lig
8654,143586,Gastón Aguirre,67,180000.0,5000.0,Argentinian Superliga
510,143587,Fernando Belluschi,80,9000000.0,30000.0,Argentinian Superliga
2526,143598,Luciano Pocrnjic,74,1300000.0,8000.0,Argentinian Superliga
9829,143601,Mauro Rosales,66,220000.0,2000.0,USA Major League Soccer
8721,143603,Germán Ré,67,180000.0,5000.0,Argentinian Superliga
4833,143617,Olcan Adın,70,1600000.0,13000.0,Turkish Süper Lig
1574,143632,Volkan Demirel,75,1600000.0,27000.0,Turkish Süper Lig
3346,143644,Selçuk Şahin,72,425000.0,9000.0,Turkish Süper Lig
6808,143655,Kerim Zengin,68,500000.0,8000.0,Turkish Süper Lig
5953,143674,Răzvan Raţ,69,120000.0,5000.0,Spanish Segunda División
4397,143742,Serdar Kurtuluş,71,1800000.0,13000.0,Turkish Süper Lig
292,143745,Arda Turan,82,20500000.0,170000.0,Spanish Primera División
8277,143751,Ferhat Öztorun,67,550000.0,10000.0,Turkish Süper Lig
3068,143799,Yalçın Ayhan,73,950000.0,10000.0,Turkish Süper Lig
2449,143809,Muhammet Demir,74,7000000.0,16000.0,Turkish Süper Lig
4950,143904,Santiago Salcedo,70,0.0,0.0,
5309,144010,Yekta Kurtuluş,70,1500000.0,13000.0,Turkish Süper Lig
5352,144021,Christian Schwegler,70,675000.0,8000.0,Swiss Super League
12504,144024,David Zibung,63,190000.0,2000.0,Swiss Super League
9530,144050,Albert Bunjaku,66,400000.0,3000.0,German 2. Bundesliga
10014,144160,Tolgahan Acar,65,325000.0,3000.0,Turkish Süper Lig
2105,144172,Serkan Kırıntılı,74,3200000.0,14000.0,Turkish Süper Lig
2175,144200,Eren Albayrak,74,5500000.0,17000.0,Turkish Süper Lig
8355,144282,Serdar Özkan,67,725000.0,11000.0,Turkish Süper Lig
3058,144306,Egemen Korkmaz,73,1200000.0,23000.0,Turkish Süper Lig
4778,144368,Sercan Yıldırım,71,2500000.0,13000.0,Turkish Süper Lig
4876,144396,Ahmet Şahin,70,120000.0,5000.0,Turkish Süper Lig
942,144429,Oscar Wendt,77,6000000.0,35000.0,German Bundesliga
6880,144440,John Alvbåge,68,375000.0,3000.0,Norwegian Eliteserien
5270,144511,Leandro Greco,70,1600000.0,4000.0,Italian Serie B
291,144622,Raffael Caetano de Araújo,82,17500000.0,54000.0,German Bundesliga
8203,145014,Juan de Dios Prados López,67,575000.0,3000.0,Italian Serie B
5258,145020,Sergio Mora Sánchez,70,240000.0,10000.0,Spanish Primera División
2988,145047,Bruno Saltor Grau,73,450000.0,29000.0,English Premier League
4720,145117,Albert Dorca Maso,71,725000.0,8000.0,Spanish Segunda División
10242,145758,Leandro Freire de Araújo,65,450000.0,2000.0,Japanese J1 League
3174,145889,Roberto Román Triguero,73,2600000.0,21000.0,Spanish Primera División
7634,145903,Carlos Caballero Pérez,68,525000.0,7000.0,Spanish Segunda División
4235,145996,Fernando Seoane Antelo,71,725000.0,6000.0,Spanish Segunda División
4279,146011,Ikechukwu Uche,71,1500000.0,9000.0,Spanish Segunda División
2952,146058,Jerónimo Figueroa Cabrera,73,2000000.0,20000.0,Spanish Primera División
1063,146059,David García Santana,77,2100000.0,16000.0,Spanish Primera División
2441,146111,Mikel Rico Moreno,74,4300000.0,22000.0,Spanish Primera División
5538,146121,David Barral Torres,70,925000.0,7000.0,Spanish Segunda División
3585,146288,Víctor Javier Añino Bermúdez,72,1300000.0,6000.0,Spanish Segunda División
1364,146296,Andrés Eduardo Fernández Moreno,76,4900000.0,26000.0,Spanish Primera División
9630,146373,Atiba Harris,66,350000.0,2000.0,USA Major League Soccer
1476,146377,Álvaro Cejudo Carmona,76,4700000.0,13000.0,Australian A-League
677,146439,Álvaro Negredo Sánchez,79,11500000.0,67000.0,Turkish Süper Lig
6728,146453,Raúl Miguel Cámara,68,350000.0,5000.0,Spanish Segunda División
6747,146458,Roberto Fdez. Alvarellos,68,60000.0,3000.0,Spanish Segunda División
509,146460,Javier Fuego Martínez,80,6000000.0,34000.0,Spanish Primera División
676,146482,Xabier Prieto Argarate,79,7500000.0,37000.0,Spanish Primera División
2731,146487,Néstor Susaeta Jaurrieta,73,3100000.0,10000.0,Spanish Segunda División
8086,146521,Adrián Ripa Cruz,67,500000.0,6000.0,Spanish Segunda División
124,146530,Daniel Alves da Silva,84,9000000.0,115000.0,French Ligue 1
189,146562,Santiago Cazorla González,83,19500000.0,130000.0,English Premier League
5548,146637,Daniel Giménez Hernández,70,900000.0,12000.0,Spanish Primera División
900,146701,Iván Ramis Barrios,77,5000000.0,22000.0,Spanish Primera División
188,146748,Diego López Rodríguez,83,6000000.0,19000.0,Spanish Primera División
